,tokens,intent,intents_nums,BIO,BIO_nums,tokens_list,translated,comments,translation,proj,source_dict,source_dict_light,transfer_dict,transfer_dict_light,BIO_list_trans,BIO_nums_list_trans
885,restaurant in the east part of town international food,inform_area__inform_food,28,"['O', 'O', 'O', 'B-area', 'O', 'O', 'O', 'B-food', 'O']","[1, 1, 1, 2, 1, 1, 1, 3, 1]","['restaurant', 'in', 'the', 'east', 'part', 'of', 'town', 'international', 'food']","{'text': 'Restaurant im östlichen Teil der Stadt internationale Küche', 'to': 'de', 'alignment': {'proj': '0:9-0:9 11:12-11:12 18:21-14:22 23:26-24:27 28:29-29:31 31:34-33:37 36:48-39:52 50:53-54:58'}}",1,Restaurant im östlichen Teil der Stadt internationale Küche,0:9-0:9 11:12-11:12 18:21-14:22 23:26-24:27 28:29-29:31 31:34-33:37 36:48-39:52 50:53-54:58,"{'0:9': ['restaurant', 'O', 1], '11:12': ['in', 'O', 1], '14:16': ['the', 'O', 1], '18:21': ['east', 'B-area', 2], '23:26': ['part', 'O', 1], '28:29': ['of', 'O', 1], '31:34': ['town', 'O', 1], '36:48': ['international', 'B-food', 3], '50:53': ['food', 'O', 1]}","{0: ['restaurant', 'O', 1], 11: ['in', 'O', 1], 14: ['the', 'O', 1], 18: ['east', 'B-area', 2], 23: ['part', 'O', 1], 28: ['of', 'O', 1], 31: ['town', 'O', 1], 36: ['international', 'B-food', 3], 50: ['food', 'O', 1]}","{'0:9': '0:9', '11:12': '11:12', '14:22': '18:21', '24:27': '23:26', '29:31': '28:29', '33:37': '31:34', '39:52': '36:48', '54:58': '50:53'}","{0: 0, 11: 11, 14: 18, 24: 23, 29: 28, 33: 31, 39: 36, 54: 50}","['O', 'O', 'B-area', 'O', 'O', 'O', 'B-food', 'O']","[1, 1, 2, 1, 1, 1, 3, 1]"
886,i need a restaurant in the west part of town that serves english food,inform_area__inform_food,28,"['O', 'O', 'O', 'O', 'O', 'O', 'B-area', 'O', 'O', 'O', 'O', 'O', 'B-food', 'O']","[1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 3, 1]","['i', 'need', 'a', 'restaurant', 'in', 'the', 'west', 'part', 'of', 'town', 'that', 'serves', 'english', 'food']","{'text': 'Ich brauche ein Restaurant im westlichen Teil der Stadt, das englisches Essen serviert', 'to': 'de', 'alignment': {'proj': '0:0-0:2 2:5-4:10 7:7-12:14 9:18-16:25 20:21-27:28 27:30-30:39 32:35-41:44 37:38-46:48 45:48-50:55 45:48-57:59 50:55-78:85 57:63-61:70 65:68-72:76'}}",1,"Ich brauche ein Restaurant im westlichen Teil der Stadt, das englisches Essen serviert",0:0-0:2 2:5-4:10 7:7-12:14 9:18-16:25 20:21-27:28 27:30-30:39 32:35-41:44 37:38-46:48 45:48-50:55 45:48-57:59 50:55-78:85 57:63-61:70 65:68-72:76,"{'0:0': ['i', 'O', 1], '2:5': ['need', 'O', 1], '7:7': ['a', 'O', 1], '9:18': ['restaurant', 'O', 1], '20:21': ['in', 'O', 1], '23:25': ['the', 'O', 1], '27:30': ['west', 'B-area', 2], '32:35': ['part', 'O', 1], '37:38': ['of', 'O', 1], '40:43': ['town', 'O', 1], '45:48': ['that', 'O', 1], '50:55': ['serves', 'O', 1], '57:63': ['english', 'B-food', 3], '65:68': ['food', 'O', 1]}","{0: ['i', 'O', 1], 2: ['need', 'O', 1], 7: ['a', 'O', 1], 9: ['restaurant', 'O', 1], 20: ['in', 'O', 1], 23: ['the', 'O', 1], 27: ['west', 'B-area', 2], 32: ['part', 'O', 1], 37: ['of', 'O', 1], 40: ['town', 'O', 1], 45: ['that', 'O', 1], 50: ['serves', 'O', 1], 57: ['english', 'B-food', 3], 65: ['food', 'O', 1]}","{'0:2': '0:0', '4:10': '2:5', '12:14': '7:7', '16:25': '9:18', '27:28': '20:21', '30:39': '27:30', '41:44': '32:35', '46:48': '37:38', '50:55': '45:48', '57:59': '45:48', '78:85': '50:55', '61:70': '57:63', '72:76': '65:68'}","{0: 0, 4: 2, 12: 7, 16: 9, 27: 20, 30: 27, 41: 32, 46: 37, 50: 45, 57: 45, 78: 50, 61: 57, 72: 65}","['O', 'O', 'O', 'O', 'O', 'B-area', 'O', 'O', 'O', 'O', 'B-food', 'O', 'O']","[1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 3, 1, 1]"
887,how about one that serves british food,inform_food__reqalts,15,"['O', 'O', 'O', 'O', 'O', 'B-food', 'O']","[1, 1, 1, 1, 1, 3, 1]","['how', 'about', 'one', 'that', 'serves', 'british', 'food']","{'text': 'Wie wäre es mit einem, das britisches Essen serviert', 'to': 'de', 'alignment': {'proj': '0:2-0:2 0:2-4:7 0:2-9:10 0:2-12:14 10:12-16:21 14:17-23:25 19:24-44:51 26:32-27:36 34:37-38:42'}}",1,"Wie wäre es mit einem, das britisches Essen serviert",0:2-0:2 0:2-4:7 0:2-9:10 0:2-12:14 10:12-16:21 14:17-23:25 19:24-44:51 26:32-27:36 34:37-38:42,"{'0:2': ['how', 'O', 1], '4:8': ['about', 'O', 1], '10:12': ['one', 'O', 1], '14:17': ['that', 'O', 1], '19:24': ['serves', 'O', 1], '26:32': ['british', 'B-food', 3], '34:37': ['food', 'O', 1]}","{0: ['how', 'O', 1], 4: ['about', 'O', 1], 10: ['one', 'O', 1], 14: ['that', 'O', 1], 19: ['serves', 'O', 1], 26: ['british', 'B-food', 3], 34: ['food', 'O', 1]}","{'0:2': '0:2', '4:7': '0:2', '9:10': '0:2', '12:14': '0:2', '16:21': '10:12', '23:25': '14:17', '44:51': '19:24', '27:36': '26:32', '38:42': '34:37'}","{0: 0, 4: 0, 9: 0, 12: 0, 16: 10, 23: 14, 44: 19, 27: 26, 38: 34}","['O', 'O', 'O', 'O', 'O', 'O', 'B-food', 'O', 'O']","[1, 1, 1, 1, 1, 1, 3, 1, 1]"
888,im looking for a restaurant in the center of town that serves thai food,inform_area__inform_food,28,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-area', 'O', 'O', 'O', 'O', 'B-food', 'O']","[1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 3, 1]","['im', 'looking', 'for', 'a', 'restaurant', 'in', 'the', 'center', 'of', 'town', 'that', 'serves', 'thai', 'food']","{'text': 'Ich suche ein Restaurant im Zentrum der Stadt, das thailändische Küche serviert', 'to': 'de', 'alignment': {'proj': '0:1-0:2 3:9-4:8 15:15-10:12 17:26-14:23 28:29-25:26 31:33-36:38 35:40-28:34 50:53-40:45 50:53-47:49 55:60-71:78 62:65-51:63 67:70-65:69'}}",1,"Ich suche ein Restaurant im Zentrum der Stadt, das thailändische Küche serviert",0:1-0:2 3:9-4:8 15:15-10:12 17:26-14:23 28:29-25:26 31:33-36:38 35:40-28:34 50:53-40:45 50:53-47:49 55:60-71:78 62:65-51:63 67:70-65:69,"{'0:1': ['im', 'O', 1], '3:9': ['looking', 'O', 1], '11:13': ['for', 'O', 1], '15:15': ['a', 'O', 1], '17:26': ['restaurant', 'O', 1], '28:29': ['in', 'O', 1], '31:33': ['the', 'O', 1], '35:40': ['center', 'B-area', 2], '42:43': ['of', 'O', 1], '45:48': ['town', 'O', 1], '50:53': ['that', 'O', 1], '55:60': ['serves', 'O', 1], '62:65': ['thai', 'B-food', 3], '67:70': ['food', 'O', 1]}","{0: ['im', 'O', 1], 3: ['looking', 'O', 1], 11: ['for', 'O', 1], 15: ['a', 'O', 1], 17: ['restaurant', 'O', 1], 28: ['in', 'O', 1], 31: ['the', 'O', 1], 35: ['center', 'B-area', 2], 42: ['of', 'O', 1], 45: ['town', 'O', 1], 50: ['that', 'O', 1], 55: ['serves', 'O', 1], 62: ['thai', 'B-food', 3], 67: ['food', 'O', 1]}","{'0:2': '0:1', '4:8': '3:9', '10:12': '15:15', '14:23': '17:26', '25:26': '28:29', '36:38': '31:33', '28:34': '35:40', '40:45': '50:53', '47:49': '50:53', '71:78': '55:60', '51:63': '62:65', '65:69': '67:70'}","{0: 0, 4: 3, 10: 15, 14: 17, 25: 28, 36: 31, 28: 35, 40: 50, 47: 50, 71: 55, 51: 62, 65: 67}","['O', 'O', 'O', 'O', 'O', 'B-area', 'O', 'O', 'O', 'B-food', 'O', 'O']","[1, 1, 1, 1, 1, 2, 1, 1, 1, 3, 1, 1]"
889,im looking for moderately priced restaurant in the east part of town,inform_area__inform_pricerange,8,"['O', 'O', 'O', 'B-pricerange', 'O', 'O', 'O', 'O', 'B-area', 'O', 'O', 'O']","[1, 1, 1, 0, 1, 1, 1, 1, 2, 1, 1, 1]","['im', 'looking', 'for', 'moderately', 'priced', 'restaurant', 'in', 'the', 'east', 'part', 'of', 'town']","{'text': 'Ich suche nach einem preisgünstigen Restaurant im östlichen Teil der Stadt', 'to': 'de', 'alignment': {'proj': '0:1-0:2 3:9-4:8 3:9-10:13 15:24-15:19 26:31-21:34 33:42-36:45 44:45-47:48 51:54-50:58 56:59-60:63 61:62-65:67 64:67-69:73'}}",1,Ich suche nach einem preisgünstigen Restaurant im östlichen Teil der Stadt,0:1-0:2 3:9-4:8 3:9-10:13 15:24-15:19 26:31-21:34 33:42-36:45 44:45-47:48 51:54-50:58 56:59-60:63 61:62-65:67 64:67-69:73,"{'0:1': ['im', 'O', 1], '3:9': ['looking', 'O', 1], '11:13': ['for', 'O', 1], '15:24': ['moderately', 'B-pricerange', 0], '26:31': ['priced', 'O', 1], '33:42': ['restaurant', 'O', 1], '44:45': ['in', 'O', 1], '47:49': ['the', 'O', 1], '51:54': ['east', 'B-area', 2], '56:59': ['part', 'O', 1], '61:62': ['of', 'O', 1], '64:67': ['town', 'O', 1]}","{0: ['im', 'O', 1], 3: ['looking', 'O', 1], 11: ['for', 'O', 1], 15: ['moderately', 'B-pricerange', 0], 26: ['priced', 'O', 1], 33: ['restaurant', 'O', 1], 44: ['in', 'O', 1], 47: ['the', 'O', 1], 51: ['east', 'B-area', 2], 56: ['part', 'O', 1], 61: ['of', 'O', 1], 64: ['town', 'O', 1]}","{'0:2': '0:1', '4:8': '3:9', '10:13': '3:9', '15:19': '15:24', '21:34': '26:31', '36:45': '33:42', '47:48': '44:45', '50:58': '51:54', '60:63': '56:59', '65:67': '61:62', '69:73': '64:67'}","{0: 0, 4: 3, 10: 3, 15: 15, 21: 26, 36: 33, 47: 44, 50: 51, 60: 56, 65: 61, 69: 64}","['O', 'O', 'O', 'B-pricerange', 'O', 'O', 'O', 'B-area', 'O', 'O', 'O']","[1, 1, 1, 0, 1, 1, 1, 2, 1, 1, 1]"
890,cheap restaurant in the north part of town,inform_area__inform_pricerange,8,"['B-pricerange', 'O', 'O', 'O', 'B-area', 'O', 'O', 'O']","[0, 1, 1, 1, 2, 1, 1, 1]","['cheap', 'restaurant', 'in', 'the', 'north', 'part', 'of', 'town']","{'text': 'günstiges Restaurant im nördlichen Teil der Stadt', 'to': 'de', 'alignment': {'proj': '0:4-0:8 6:15-10:19 20:22-21:22 24:28-24:33 30:33-35:38 35:36-40:42 38:41-44:48'}}",1,günstiges Restaurant im nördlichen Teil der Stadt,0:4-0:8 6:15-10:19 20:22-21:22 24:28-24:33 30:33-35:38 35:36-40:42 38:41-44:48,"{'0:4': ['cheap', 'B-pricerange', 0], '6:15': ['restaurant', 'O', 1], '17:18': ['in', 'O', 1], '20:22': ['the', 'O', 1], '24:28': ['north', 'B-area', 2], '30:33': ['part', 'O', 1], '35:36': ['of', 'O', 1], '38:41': ['town', 'O', 1]}","{0: ['cheap', 'B-pricerange', 0], 6: ['restaurant', 'O', 1], 17: ['in', 'O', 1], 20: ['the', 'O', 1], 24: ['north', 'B-area', 2], 30: ['part', 'O', 1], 35: ['of', 'O', 1], 38: ['town', 'O', 1]}","{'0:8': '0:4', '10:19': '6:15', '21:22': '20:22', '24:33': '24:28', '35:38': '30:33', '40:42': '35:36', '44:48': '38:41'}","{0: 0, 10: 6, 21: 20, 24: 24, 35: 30, 40: 35, 44: 38}","['B-pricerange', 'O', 'O', 'B-area', 'O', 'O', 'O']","[0, 1, 1, 2, 1, 1, 1]"
891,anything,inform_this,1,['B-this'],[4],['anything'],"{'text': 'irgendetwas', 'to': 'de', 'alignment': {'proj': '0:7-0:10'}}",1,irgendetwas,0:7-0:10,"{'0:7': ['anything', 'B-this', 4]}","{0: ['anything', 'B-this', 4]}",{'0:10': '0:7'},{0: 0},['B-this'],[4]
892,swedish food,inform_food,6,"['B-food', 'O']","[3, 1]","['swedish', 'food']","{'text': 'schwedisches Essen', 'to': 'de', 'alignment': {'proj': '0:6-0:11 8:11-13:17'}}",1,schwedisches Essen,0:6-0:11 8:11-13:17,"{'0:6': ['swedish', 'B-food', 3], '8:11': ['food', 'O', 1]}","{0: ['swedish', 'B-food', 3], 8: ['food', 'O', 1]}","{'0:11': '0:6', '13:17': '8:11'}","{0: 0, 13: 8}","['B-food', 'O']","[3, 1]"
893,swedish,inform_food,6,['B-food'],[3],['swedish'],"{'text': 'Schwedisch', 'to': 'de', 'alignment': {'proj': '0:6-0:9'}}",1,Schwedisch,0:6-0:9,"{'0:6': ['swedish', 'B-food', 3]}","{0: ['swedish', 'B-food', 3]}",{'0:9': '0:6'},{0: 0},['B-food'],[3]
894,india,inform_food,6,['B-food'],[3],['india'],"{'text': 'Indien', 'to': 'de', 'alignment': {'proj': '0:4-0:5'}}",1,Indien,0:4-0:5,"{'0:4': ['india', 'B-food', 3]}","{0: ['india', 'B-food', 3]}",{'0:5': '0:4'},{0: 0},['B-food'],[3]
895,mexican,inform_food,6,['B-food'],[3],['mexican'],"{'text': 'mexikanisch', 'to': 'de', 'alignment': {'proj': '0:6-0:10'}}",1,mexikanisch,0:6-0:10,"{'0:6': ['mexican', 'B-food', 3]}","{0: ['mexican', 'B-food', 3]}",{'0:10': '0:6'},{0: 0},['B-food'],[3]
896,price range address phone number,request_addr__request_phone__request_pricerange,37,"['O', 'O', 'O', 'O', 'O']","[1, 1, 1, 1, 1]","['price', 'range', 'address', 'phone', 'number']","{'text': 'Preisspanne Adresse Telefonnummer', 'to': 'de', 'alignment': {'proj': '0:4-0:10 12:18-12:18 20:24-20:32'}}",1,Preisspanne Adresse Telefonnummer,0:4-0:10 12:18-12:18 20:24-20:32,"{'0:4': ['price', 'O', 1], '6:10': ['range', 'O', 1], '12:18': ['address', 'O', 1], '20:24': ['phone', 'O', 1], '26:31': ['number', 'O', 1]}","{0: ['price', 'O', 1], 6: ['range', 'O', 1], 12: ['address', 'O', 1], 20: ['phone', 'O', 1], 26: ['number', 'O', 1]}","{'0:10': '0:4', '12:18': '12:18', '20:32': '20:24'}","{0: 0, 12: 12, 20: 20}","['O', 'O', 'O']","[1, 1, 1]"
897,is it what price range,request_pricerange,19,"['O', 'O', 'O', 'O', 'O']","[1, 1, 1, 1, 1]","['is', 'it', 'what', 'price', 'range']","{'text': 'ist es welche Preisklasse', 'to': 'de', 'alignment': {'proj': '0:1-0:2 3:4-4:5 6:9-7:12 17:21-14:24'}}",1,ist es welche Preisklasse,0:1-0:2 3:4-4:5 6:9-7:12 17:21-14:24,"{'0:1': ['is', 'O', 1], '3:4': ['it', 'O', 1], '6:9': ['what', 'O', 1], '11:15': ['price', 'O', 1], '17:21': ['range', 'O', 1]}","{0: ['is', 'O', 1], 3: ['it', 'O', 1], 6: ['what', 'O', 1], 11: ['price', 'O', 1], 17: ['range', 'O', 1]}","{'0:2': '0:1', '4:5': '3:4', '7:12': '6:9', '14:24': '17:21'}","{0: 0, 4: 3, 7: 6, 14: 17}","['O', 'O', 'O', 'O']","[1, 1, 1, 1]"
898,moroccan,inform_food,6,['B-food'],[3],['moroccan'],"{'text': 'marokkanisch', 'to': 'de', 'alignment': {'proj': '0:7-0:11'}}",1,marokkanisch,0:7-0:11,"{'0:7': ['moroccan', 'B-food', 3]}","{0: ['moroccan', 'B-food', 3]}",{'0:11': '0:7'},{0: 0},['B-food'],[3]
899,what is it by,unknown,7,"['O', 'O', 'O', 'O']","[1, 1, 1, 1]","['what', 'is', 'it', 'by']","{'text': 'was ist es von', 'to': 'de', 'alignment': {'proj': '0:3-0:2 5:6-4:6 8:9-8:9 11:12-11:13'}}",1,was ist es von,0:3-0:2 5:6-4:6 8:9-8:9 11:12-11:13,"{'0:3': ['what', 'O', 1], '5:6': ['is', 'O', 1], '8:9': ['it', 'O', 1], '11:12': ['by', 'O', 1]}","{0: ['what', 'O', 1], 5: ['is', 'O', 1], 8: ['it', 'O', 1], 11: ['by', 'O', 1]}","{'0:2': '0:3', '4:6': '5:6', '8:9': '8:9', '11:13': '11:12'}","{0: 0, 4: 5, 8: 8, 11: 11}","['O', 'O', 'O', 'O']","[1, 1, 1, 1]"
900,i want an irish restaurant thats expensive,inform_food__inform_pricerange,10,"['O', 'O', 'O', 'B-food', 'O', 'O', 'B-pricerange']","[1, 1, 1, 3, 1, 1, 0]","['i', 'want', 'an', 'irish', 'restaurant', 'thats', 'expensive']","{'text': 'Ich möchte ein irisches Restaurant, das teuer ist', 'to': 'de', 'alignment': {'proj': '0:0-0:2 2:5-4:9 7:8-11:13 10:14-15:22 16:25-24:34 27:32-36:38 27:32-46:48 34:42-40:44'}}",1,"Ich möchte ein irisches Restaurant, das teuer ist",0:0-0:2 2:5-4:9 7:8-11:13 10:14-15:22 16:25-24:34 27:32-36:38 27:32-46:48 34:42-40:44,"{'0:0': ['i', 'O', 1], '2:5': ['want', 'O', 1], '7:8': ['an', 'O', 1], '10:14': ['irish', 'B-food', 3], '16:25': ['restaurant', 'O', 1], '27:31': ['thats', 'O', 1], '33:41': ['expensive', 'B-pricerange', 0]}","{0: ['i', 'O', 1], 2: ['want', 'O', 1], 7: ['an', 'O', 1], 10: ['irish', 'B-food', 3], 16: ['restaurant', 'O', 1], 27: ['thats', 'O', 1], 33: ['expensive', 'B-pricerange', 0]}","{'0:2': '0:0', '4:9': '2:5', '11:13': '7:8', '15:22': '10:14', '24:34': '16:25', '36:38': '27:32', '46:48': '27:32', '40:44': '34:42'}","{0: 0, 4: 2, 11: 7, 15: 10, 24: 16, 36: 27, 46: 27, 40: 34}","['O', 'O', 'O', 'B-food', 'O', 'O', 'B-pricerange', 'O']","[1, 1, 1, 3, 1, 1, 0, 1]"
901,how about italian,inform_food__reqalts,15,"['O', 'O', 'B-food']","[1, 1, 3]","['how', 'about', 'italian']","{'text': 'wie wäre es mit italienisch', 'to': 'de', 'alignment': {'proj': '0:2-0:2 0:2-4:7 0:2-9:10 10:16-12:14 10:16-16:26'}}",1,wie wäre es mit italienisch,0:2-0:2 0:2-4:7 0:2-9:10 10:16-12:14 10:16-16:26,"{'0:2': ['how', 'O', 1], '4:8': ['about', 'O', 1], '10:16': ['italian', 'B-food', 3]}","{0: ['how', 'O', 1], 4: ['about', 'O', 1], 10: ['italian', 'B-food', 3]}","{'0:2': '0:2', '4:7': '0:2', '9:10': '0:2', '12:14': '10:16', '16:26': '10:16'}","{0: 0, 4: 0, 9: 0, 12: 10, 16: 10}","['O', 'O', 'O', 'B-food', 'B-food']","[1, 1, 1, 3, 3]"
902,whats the address phone number and area,request_addr__request_area__request_phone,63,"['O', 'O', 'O', 'O', 'O', 'O', 'O']","[1, 1, 1, 1, 1, 1, 1]","['whats', 'the', 'address', 'phone', 'number', 'and', 'area']","{'text': 'Was ist die Adresse Telefonnummer und Bereich', 'to': 'de', 'alignment': {'proj': '0:4-0:2 0:4-4:6 6:8-8:10 10:16-12:18 18:22-20:32 31:33-34:36 35:38-38:44'}}",1,Was ist die Adresse Telefonnummer und Bereich,0:4-0:2 0:4-4:6 6:8-8:10 10:16-12:18 18:22-20:32 31:33-34:36 35:38-38:44,"{'0:4': ['whats', 'O', 1], '6:8': ['the', 'O', 1], '10:16': ['address', 'O', 1], '18:22': ['phone', 'O', 1], '24:29': ['number', 'O', 1], '31:33': ['and', 'O', 1], '35:38': ['area', 'O', 1]}","{0: ['whats', 'O', 1], 6: ['the', 'O', 1], 10: ['address', 'O', 1], 18: ['phone', 'O', 1], 24: ['number', 'O', 1], 31: ['and', 'O', 1], 35: ['area', 'O', 1]}","{'0:2': '0:4', '4:6': '0:4', '8:10': '6:8', '12:18': '10:16', '20:32': '18:22', '34:36': '31:33', '38:44': '35:38'}","{0: 0, 4: 0, 8: 6, 12: 10, 20: 18, 34: 31, 38: 35}","['O', 'O', 'O', 'O', 'O', 'O', 'O']","[1, 1, 1, 1, 1, 1, 1]"
903,im good can i have the address and phone number please,request_addr__request_phone,9,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['im', 'good', 'can', 'i', 'have', 'the', 'address', 'and', 'phone', 'number', 'please']","{'text': 'Im guten kann ich die Adresse und Telefonnummer bitte haben', 'to': 'de', 'alignment': {'proj': '0:1-0:1 3:6-3:7 8:10-9:12 12:12-14:16 14:17-54:58 19:21-18:20 23:29-22:28 31:33-30:32 41:46-34:46 48:53-48:52'}}",1,Im guten kann ich die Adresse und Telefonnummer bitte haben,0:1-0:1 3:6-3:7 8:10-9:12 12:12-14:16 14:17-54:58 19:21-18:20 23:29-22:28 31:33-30:32 41:46-34:46 48:53-48:52,"{'0:1': ['im', 'O', 1], '3:6': ['good', 'O', 1], '8:10': ['can', 'O', 1], '12:12': ['i', 'O', 1], '14:17': ['have', 'O', 1], '19:21': ['the', 'O', 1], '23:29': ['address', 'O', 1], '31:33': ['and', 'O', 1], '35:39': ['phone', 'O', 1], '41:46': ['number', 'O', 1], '48:53': ['please', 'O', 1]}","{0: ['im', 'O', 1], 3: ['good', 'O', 1], 8: ['can', 'O', 1], 12: ['i', 'O', 1], 14: ['have', 'O', 1], 19: ['the', 'O', 1], 23: ['address', 'O', 1], 31: ['and', 'O', 1], 35: ['phone', 'O', 1], 41: ['number', 'O', 1], 48: ['please', 'O', 1]}","{'0:1': '0:1', '3:7': '3:6', '9:12': '8:10', '14:16': '12:12', '54:58': '14:17', '18:20': '19:21', '22:28': '23:29', '30:32': '31:33', '34:46': '41:46', '48:52': '48:53'}","{0: 0, 3: 3, 9: 8, 14: 12, 54: 14, 18: 19, 22: 23, 30: 31, 34: 41, 48: 48}","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
904,is it an expensive restaurant,confirm_pricerange,11,"['O', 'O', 'O', 'B-pricerange', 'O']","[1, 1, 1, 0, 1]","['is', 'it', 'an', 'expensive', 'restaurant']","{'text': 'Ist es ein teures Restaurant', 'to': 'de', 'alignment': {'proj': '0:1-0:2 3:4-4:5 6:7-7:9 9:17-11:16 19:28-18:27'}}",1,Ist es ein teures Restaurant,0:1-0:2 3:4-4:5 6:7-7:9 9:17-11:16 19:28-18:27,"{'0:1': ['is', 'O', 1], '3:4': ['it', 'O', 1], '6:7': ['an', 'O', 1], '9:17': ['expensive', 'B-pricerange', 0], '19:28': ['restaurant', 'O', 1]}","{0: ['is', 'O', 1], 3: ['it', 'O', 1], 6: ['an', 'O', 1], 9: ['expensive', 'B-pricerange', 0], 19: ['restaurant', 'O', 1]}","{'0:2': '0:1', '4:5': '3:4', '7:9': '6:7', '11:16': '9:17', '18:27': '19:28'}","{0: 0, 4: 3, 7: 6, 11: 9, 18: 19}","['O', 'O', 'O', 'B-pricerange', 'O']","[1, 1, 1, 0, 1]"
905,looking for moderately priced restaurant in the north part of town,inform_area__inform_pricerange,8,"['O', 'O', 'B-pricerange', 'O', 'O', 'O', 'O', 'B-area', 'O', 'O', 'O']","[1, 1, 0, 1, 1, 1, 1, 2, 1, 1, 1]","['looking', 'for', 'moderately', 'priced', 'restaurant', 'in', 'the', 'north', 'part', 'of', 'town']","{'text': 'auf der Suche nach einem preisgünstigen Restaurant im norden Teil der Stadt', 'to': 'de', 'alignment': {'proj': '0:6-0:2 0:6-4:6 0:6-14:17 8:10-8:12 12:21-19:23 23:28-25:38 30:39-40:49 41:42-51:52 48:52-54:59 54:57-61:64 59:60-66:68 62:65-70:74'}}",1,auf der Suche nach einem preisgünstigen Restaurant im norden Teil der Stadt,0:6-0:2 0:6-4:6 0:6-14:17 8:10-8:12 12:21-19:23 23:28-25:38 30:39-40:49 41:42-51:52 48:52-54:59 54:57-61:64 59:60-66:68 62:65-70:74,"{'0:6': ['looking', 'O', 1], '8:10': ['for', 'O', 1], '12:21': ['moderately', 'B-pricerange', 0], '23:28': ['priced', 'O', 1], '30:39': ['restaurant', 'O', 1], '41:42': ['in', 'O', 1], '44:46': ['the', 'O', 1], '48:52': ['north', 'B-area', 2], '54:57': ['part', 'O', 1], '59:60': ['of', 'O', 1], '62:65': ['town', 'O', 1]}","{0: ['looking', 'O', 1], 8: ['for', 'O', 1], 12: ['moderately', 'B-pricerange', 0], 23: ['priced', 'O', 1], 30: ['restaurant', 'O', 1], 41: ['in', 'O', 1], 44: ['the', 'O', 1], 48: ['north', 'B-area', 2], 54: ['part', 'O', 1], 59: ['of', 'O', 1], 62: ['town', 'O', 1]}","{'0:2': '0:6', '4:6': '0:6', '14:17': '0:6', '8:12': '8:10', '19:23': '12:21', '25:38': '23:28', '40:49': '30:39', '51:52': '41:42', '54:59': '48:52', '61:64': '54:57', '66:68': '59:60', '70:74': '62:65'}","{0: 0, 4: 0, 14: 0, 8: 8, 19: 12, 25: 23, 40: 30, 51: 41, 54: 48, 61: 54, 66: 59, 70: 62}","['O', 'O', 'O', 'O', 'B-pricerange', 'O', 'O', 'O', 'B-area', 'O', 'O', 'O']","[1, 1, 1, 1, 0, 1, 1, 1, 2, 1, 1, 1]"
906,looking for welsh food,inform_food,6,"['O', 'O', 'B-food', 'O']","[1, 1, 3, 1]","['looking', 'for', 'welsh', 'food']","{'text': 'auf der Suche nach walisischem Essen', 'to': 'de', 'alignment': {'proj': '0:6-0:2 0:6-4:6 0:6-14:17 8:10-8:12 12:16-19:29 18:21-31:35'}}",1,auf der Suche nach walisischem Essen,0:6-0:2 0:6-4:6 0:6-14:17 8:10-8:12 12:16-19:29 18:21-31:35,"{'0:6': ['looking', 'O', 1], '8:10': ['for', 'O', 1], '12:16': ['welsh', 'B-food', 3], '18:21': ['food', 'O', 1]}","{0: ['looking', 'O', 1], 8: ['for', 'O', 1], 12: ['welsh', 'B-food', 3], 18: ['food', 'O', 1]}","{'0:2': '0:6', '4:6': '0:6', '14:17': '0:6', '8:12': '8:10', '19:29': '12:16', '31:35': '18:21'}","{0: 0, 4: 0, 14: 0, 8: 8, 19: 12, 31: 18}","['O', 'O', 'O', 'O', 'B-food', 'O']","[1, 1, 1, 1, 3, 1]"
907,system irish food,inform_food,6,"['O', 'B-food', 'O']","[1, 3, 1]","['system', 'irish', 'food']","{'text': 'System irisches Essen', 'to': 'de', 'alignment': {'proj': '0:5-0:5 7:11-7:14 13:16-16:20'}}",1,System irisches Essen,0:5-0:5 7:11-7:14 13:16-16:20,"{'0:5': ['system', 'O', 1], '7:11': ['irish', 'B-food', 3], '13:16': ['food', 'O', 1]}","{0: ['system', 'O', 1], 7: ['irish', 'B-food', 3], 13: ['food', 'O', 1]}","{'0:5': '0:5', '7:14': '7:11', '16:20': '13:16'}","{0: 0, 7: 7, 16: 13}","['O', 'B-food', 'O']","[1, 3, 1]"
908,system,unknown,7,['O'],[1],['system'],"{'text': 'System', 'to': 'de', 'alignment': {'proj': '0:5-0:5'}}",1,System,0:5-0:5,"{'0:5': ['system', 'O', 1]}","{0: ['system', 'O', 1]}",{'0:5': '0:5'},{0: 0},['O'],[1]
