index,tokens,intent,intents_nums,BIO,BIO_nums,tokens_list,translated,comments,translation,proj,source_dict,source_dict_light,transfer_dict,transfer_dict_light,BIO_list_trans,BIO_nums_list_trans,BIO_list_trans_RU,BIO_nums_list_trans_RU
1055,im looking for expensive restaurants in the east part of town,inform_area__inform_pricerange,8,"['O', 'O', 'O', 'B-pricerange', 'O', 'O', 'O', 'B-area', 'O', 'O', 'O']","[1, 1, 1, 0, 1, 1, 1, 2, 1, 1, 1]","['im', 'looking', 'for', 'expensive', 'restaurants', 'in', 'the', 'east', 'part', 'of', 'town']","{'text': 'Я ищу дорогие рестораны в восточной части города', 'to': 'ru', 'alignment': {'proj': '0:1-0:0 3:9-2:4 15:23-6:12 25:35-14:22 37:38-24:24 44:47-26:34 49:52-36:40 57:60-42:47'}}",1,Я ищу дорогие рестораны в восточной части города,0:1-0:0 3:9-2:4 15:23-6:12 25:35-14:22 37:38-24:24 44:47-26:34 49:52-36:40 57:60-42:47,"{'0:1': ['im', 'O', 1], '3:9': ['looking', 'O', 1], '11:13': ['for', 'O', 1], '15:23': ['expensive', 'B-pricerange', 0], '25:35': ['restaurants', 'O', 1], '37:38': ['in', 'O', 1], '40:42': ['the', 'O', 1], '44:47': ['east', 'B-area', 2], '49:52': ['part', 'O', 1], '54:55': ['of', 'O', 1], '57:60': ['town', 'O', 1]}","{0: ['im', 'O', 1], 3: ['looking', 'O', 1], 11: ['for', 'O', 1], 15: ['expensive', 'B-pricerange', 0], 25: ['restaurants', 'O', 1], 37: ['in', 'O', 1], 40: ['the', 'O', 1], 44: ['east', 'B-area', 2], 49: ['part', 'O', 1], 54: ['of', 'O', 1], 57: ['town', 'O', 1]}","{'0:0': '0:1', '2:4': '3:9', '6:12': '15:23', '14:22': '25:35', '24:24': '37:38', '26:34': '44:47', '36:40': '49:52', '42:47': '57:60'}","{0: 0, 2: 3, 6: 15, 14: 25, 24: 37, 26: 44, 36: 49, 42: 57}","['O', 'O', 'B-pricerange', 'B-pricerange', 'O', 'O', 'B-area', 'O', 'O', 'O']","[1, 1, 0, 0, 1, 1, 2, 1, 1, 1]","['O', 'O', 'B-pricerange', 'O', 'O', 'B-area', 'O', 'O']","[1, 1, 0, 1, 1, 2, 1, 1]"
1056,west part of town serving barbecue food,inform_area__inform_food,28,"['B-area', 'O', 'O', 'O', 'O', 'B-food', 'O']","[2, 1, 1, 1, 1, 3, 1]","['west', 'part', 'of', 'town', 'serving', 'barbecue', 'food']","{'text': 'западная часть города, где подают блюда для барбекю', 'to': 'ru', 'alignment': {'proj': '0:3-0:7 5:8-9:13 13:16-15:21 18:24-23:25 18:24-27:32 26:33-34:38 26:33-40:42 26:33-44:50'}}",1,"западная часть города, где подают блюда для барбекю",0:3-0:7 5:8-9:13 13:16-15:21 18:24-23:25 18:24-27:32 26:33-34:38 26:33-40:42 26:33-44:50,"{'0:3': ['west', 'B-area', 2], '5:8': ['part', 'O', 1], '10:11': ['of', 'O', 1], '13:16': ['town', 'O', 1], '18:24': ['serving', 'O', 1], '26:33': ['barbecue', 'B-food', 3], '35:38': ['food', 'O', 1]}","{0: ['west', 'B-area', 2], 5: ['part', 'O', 1], 10: ['of', 'O', 1], 13: ['town', 'O', 1], 18: ['serving', 'O', 1], 26: ['barbecue', 'B-food', 3], 35: ['food', 'O', 1]}","{'0:7': '0:3', '9:13': '5:8', '15:21': '13:16', '23:25': '18:24', '27:32': '18:24', '34:38': '26:33', '40:42': '26:33', '44:50': '26:33'}","{0: 0, 9: 5, 15: 13, 23: 18, 27: 18, 34: 26, 40: 26, 44: 26}","['B-area', 'O', 'O', 'O', 'O', 'B-food']","[2, 1, 1, 1, 1, 3]","['B-area', 'O', 'O', 'O', 'O', 'B-food', 'B-food', 'B-food']","[2, 1, 1, 1, 1, 3, 3, 3]"
1057,how about vietnamese,inform_food__reqalts,15,"['O', 'O', 'B-food']","[1, 1, 3]","['how', 'about', 'vietnamese']","{'text': 'как насчет вьетнамского', 'to': 'ru', 'alignment': {'proj': '0:2-0:2 4:8-4:9 10:19-11:22'}}",1,как насчет вьетнамского,0:2-0:2 4:8-4:9 10:19-11:22,"{'0:2': ['how', 'O', 1], '4:8': ['about', 'O', 1], '10:19': ['vietnamese', 'B-food', 3]}","{0: ['how', 'O', 1], 4: ['about', 'O', 1], 10: ['vietnamese', 'B-food', 3]}","{'0:2': '0:2', '4:9': '4:8', '11:22': '10:19'}","{0: 0, 4: 4, 11: 10}","['O', 'O', 'O', 'O', 'B-food']","[1, 1, 1, 1, 3]","['O', 'O', 'B-food']","[1, 1, 3]"
1058,i need a cheap restaurant,inform_pricerange,0,"['O', 'O', 'O', 'B-pricerange', 'O']","[1, 1, 1, 0, 1]","['i', 'need', 'a', 'cheap', 'restaurant']","{'text': 'Мне нужен дешевый ресторан', 'to': 'ru', 'alignment': {'proj': '0:0-0:2 2:5-4:8 9:13-10:16 15:24-18:25'}}",1,Мне нужен дешевый ресторан,0:0-0:2 2:5-4:8 9:13-10:16 15:24-18:25,"{'0:0': ['i', 'O', 1], '2:5': ['need', 'O', 1], '7:7': ['a', 'O', 1], '9:13': ['cheap', 'B-pricerange', 0], '15:24': ['restaurant', 'O', 1]}","{0: ['i', 'O', 1], 2: ['need', 'O', 1], 7: ['a', 'O', 1], 9: ['cheap', 'B-pricerange', 0], 15: ['restaurant', 'O', 1]}","{'0:2': '0:0', '4:8': '2:5', '10:16': '9:13', '18:25': '15:24'}","{0: 0, 4: 2, 10: 9, 18: 15}","['O', 'O', 'O', 'B-pricerange', 'O']","[1, 1, 1, 0, 1]","['O', 'O', 'B-pricerange', 'O']","[1, 1, 0, 1]"
1059,what about indian food in the cheap price range,inform_food__inform_pricerange__reqalts,72,"['O', 'O', 'B-food', 'O', 'O', 'O', 'B-pricerange', 'O', 'O']","[1, 1, 3, 1, 1, 1, 0, 1, 1]","['what', 'about', 'indian', 'food', 'in', 'the', 'cheap', 'price', 'range']","{'text': 'как насчет индийской еды в дешевом ценовом диапазоне', 'to': 'ru', 'alignment': {'proj': '0:3-0:2 5:9-4:9 11:16-11:19 18:21-21:23 23:24-25:25 30:34-27:33 36:40-35:41 42:46-43:51'}}",1,как насчет индийской еды в дешевом ценовом диапазоне,0:3-0:2 5:9-4:9 11:16-11:19 18:21-21:23 23:24-25:25 30:34-27:33 36:40-35:41 42:46-43:51,"{'0:3': ['what', 'O', 1], '5:9': ['about', 'O', 1], '11:16': ['indian', 'B-food', 3], '18:21': ['food', 'O', 1], '23:24': ['in', 'O', 1], '26:28': ['the', 'O', 1], '30:34': ['cheap', 'B-pricerange', 0], '36:40': ['price', 'O', 1], '42:46': ['range', 'O', 1]}","{0: ['what', 'O', 1], 5: ['about', 'O', 1], 11: ['indian', 'B-food', 3], 18: ['food', 'O', 1], 23: ['in', 'O', 1], 26: ['the', 'O', 1], 30: ['cheap', 'B-pricerange', 0], 36: ['price', 'O', 1], 42: ['range', 'O', 1]}","{'0:2': '0:3', '4:9': '5:9', '11:19': '11:16', '21:23': '18:21', '25:25': '23:24', '27:33': '30:34', '35:41': '36:40', '43:51': '42:46'}","{0: 0, 4: 5, 11: 11, 21: 18, 25: 23, 27: 30, 35: 36, 43: 42}","['O', 'O', 'O', 'B-food', 'O', 'O', 'O', 'B-pricerange', 'O']","[1, 1, 1, 3, 1, 1, 1, 0, 1]","['O', 'O', 'B-food', 'O', 'O', 'B-pricerange', 'O', 'O']","[1, 1, 3, 1, 1, 0, 1, 1]"
1060,is that the only one with indian food,inform_food__reqalts,15,"['O', 'O', 'O', 'O', 'O', 'O', 'B-food', 'O']","[1, 1, 1, 1, 1, 1, 3, 1]","['is', 'that', 'the', 'only', 'one', 'with', 'indian', 'food']","{'text': 'это то, что единственный с индийской едой', 'to': 'ru', 'alignment': {'proj': '0:1-0:2 3:6-4:6 3:6-8:10 8:10-12:23 21:24-25:25 26:31-27:35 33:36-37:40'}}",1,"это то, что единственный с индийской едой",0:1-0:2 3:6-4:6 3:6-8:10 8:10-12:23 21:24-25:25 26:31-27:35 33:36-37:40,"{'0:1': ['is', 'O', 1], '3:6': ['that', 'O', 1], '8:10': ['the', 'O', 1], '12:15': ['only', 'O', 1], '17:19': ['one', 'O', 1], '21:24': ['with', 'O', 1], '26:31': ['indian', 'B-food', 3], '33:36': ['food', 'O', 1]}","{0: ['is', 'O', 1], 3: ['that', 'O', 1], 8: ['the', 'O', 1], 12: ['only', 'O', 1], 17: ['one', 'O', 1], 21: ['with', 'O', 1], 26: ['indian', 'B-food', 3], 33: ['food', 'O', 1]}","{'0:2': '0:1', '4:6': '3:6', '8:10': '3:6', '12:23': '8:10', '25:25': '21:24', '27:35': '26:31', '37:40': '33:36'}","{0: 0, 4: 3, 8: 3, 12: 8, 25: 21, 27: 26, 37: 33}","['O', 'O', 'O', 'O', 'O', 'B-food', 'O']","[1, 1, 1, 1, 1, 3, 1]","['O', 'O', 'O', 'O', 'O', 'B-food', 'O']","[1, 1, 1, 1, 1, 3, 1]"
1061,can i have an expensive restaurant,inform_pricerange,0,"['O', 'O', 'O', 'O', 'B-pricerange', 'O']","[1, 1, 1, 1, 0, 1]","['can', 'i', 'have', 'an', 'expensive', 'restaurant']","{'text': 'Могу ли я иметь дорогой ресторан', 'to': 'ru', 'alignment': {'proj': '0:2-0:3 0:2-5:6 4:4-8:8 6:9-10:14 11:12-16:22 24:33-24:31'}}",1,Могу ли я иметь дорогой ресторан,0:2-0:3 0:2-5:6 4:4-8:8 6:9-10:14 11:12-16:22 24:33-24:31,"{'0:2': ['can', 'O', 1], '4:4': ['i', 'O', 1], '6:9': ['have', 'O', 1], '11:12': ['an', 'O', 1], '14:22': ['expensive', 'B-pricerange', 0], '24:33': ['restaurant', 'O', 1]}","{0: ['can', 'O', 1], 4: ['i', 'O', 1], 6: ['have', 'O', 1], 11: ['an', 'O', 1], 14: ['expensive', 'B-pricerange', 0], 24: ['restaurant', 'O', 1]}","{'0:3': '0:2', '5:6': '0:2', '8:8': '4:4', '10:14': '6:9', '16:22': '11:12', '24:31': '24:33'}","{0: 0, 5: 0, 8: 4, 10: 6, 16: 11, 24: 24}","['O', 'O', 'O', 'B-pricerange', 'O', 'O']","[1, 1, 1, 0, 1, 1]","['O', 'O', 'O', 'O', 'O', 'O']","[1, 1, 1, 1, 1, 1]"
1062,the east part,inform_area,2,"['O', 'B-area', 'O']","[1, 2, 1]","['the', 'east', 'part']","{'text': 'восточная часть', 'to': 'ru', 'alignment': {'proj': '4:7-0:8 9:12-10:14'}}",1,восточная часть,4:7-0:8 9:12-10:14,"{'0:2': ['the', 'O', 1], '4:7': ['east', 'B-area', 2], '9:12': ['part', 'O', 1]}","{0: ['the', 'O', 1], 4: ['east', 'B-area', 2], 9: ['part', 'O', 1]}","{'0:8': '4:7', '10:14': '9:12'}","{0: 4, 10: 9}","['O', 'B-area', 'O']","[1, 2, 1]","['B-area', 'O']","[2, 1]"
1063,i need a moderately priced restaurant in the south,inform_area__inform_pricerange,8,"['O', 'O', 'O', 'B-pricerange', 'O', 'O', 'O', 'O', 'B-area']","[1, 1, 1, 0, 1, 1, 1, 1, 2]","['i', 'need', 'a', 'moderately', 'priced', 'restaurant', 'in', 'the', 'south']","{'text': 'Мне нужен ресторан по умеренной цене на юге', 'to': 'ru', 'alignment': {'proj': '0:0-0:2 2:5-4:8 9:18-22:30 20:25-32:35 27:36-10:17 41:43-37:38 45:49-40:42'}}",1,Мне нужен ресторан по умеренной цене на юге,0:0-0:2 2:5-4:8 9:18-22:30 20:25-32:35 27:36-10:17 41:43-37:38 45:49-40:42,"{'0:0': ['i', 'O', 1], '2:5': ['need', 'O', 1], '7:7': ['a', 'O', 1], '9:18': ['moderately', 'B-pricerange', 0], '20:25': ['priced', 'O', 1], '27:36': ['restaurant', 'O', 1], '38:39': ['in', 'O', 1], '41:43': ['the', 'O', 1], '45:49': ['south', 'B-area', 2]}","{0: ['i', 'O', 1], 2: ['need', 'O', 1], 7: ['a', 'O', 1], 9: ['moderately', 'B-pricerange', 0], 20: ['priced', 'O', 1], 27: ['restaurant', 'O', 1], 38: ['in', 'O', 1], 41: ['the', 'O', 1], 45: ['south', 'B-area', 2]}","{'0:2': '0:0', '4:8': '2:5', '22:30': '9:18', '32:35': '20:25', '10:17': '27:36', '37:38': '41:43', '40:42': '45:49'}","{0: 0, 4: 2, 22: 9, 32: 20, 10: 27, 37: 41, 40: 45}","['O', 'O', 'O', 'O', 'O', 'O', 'B-area']","[1, 1, 1, 1, 1, 1, 2]","['O', 'O', 'O', -100, 'B-pricerange', 'O', 'O', 'B-area']","[1, 1, 1, -100, 0, 1, 1, 2]"
1064,what else is there,reqalts,23,"['O', 'O', 'O', 'O']","[1, 1, 1, 1]","['what', 'else', 'is', 'there']","{'text': 'что там еще', 'to': 'ru', 'alignment': {'proj': '0:3-0:2 5:8-8:10 13:17-4:6'}}",1,что там еще,0:3-0:2 5:8-8:10 13:17-4:6,"{'0:3': ['what', 'O', 1], '5:8': ['else', 'O', 1], '10:11': ['is', 'O', 1], '13:17': ['there', 'O', 1]}","{0: ['what', 'O', 1], 5: ['else', 'O', 1], 10: ['is', 'O', 1], 13: ['there', 'O', 1]}","{'0:2': '0:3', '8:10': '5:8', '4:6': '13:17'}","{0: 0, 8: 5, 4: 13}","['O', 'O', 'O', 'O', 'O']","[1, 1, 1, 1, 1]","['O', 'O', 'O']","[1, 1, 1]"
1065,give me another one,reqalts,23,"['O', 'O', 'O', 'O']","[1, 1, 1, 1]","['give', 'me', 'another', 'one']","{'text': 'дайте мне еще один', 'to': 'ru', 'alignment': {'proj': '0:3-0:4 5:6-6:8 8:14-10:12 16:18-14:17'}}",1,дайте мне еще один,0:3-0:4 5:6-6:8 8:14-10:12 16:18-14:17,"{'0:3': ['give', 'O', 1], '5:6': ['me', 'O', 1], '8:14': ['another', 'O', 1], '16:18': ['one', 'O', 1]}","{0: ['give', 'O', 1], 5: ['me', 'O', 1], 8: ['another', 'O', 1], 16: ['one', 'O', 1]}","{'0:4': '0:3', '6:8': '5:6', '10:12': '8:14', '14:17': '16:18'}","{0: 0, 6: 5, 10: 8, 14: 16}","['O', 'O', 'O', 'O']","[1, 1, 1, 1]","['O', 'O', 'O', 'O']","[1, 1, 1, 1]"
1066,thats great what else is there,reqalts,23,"['O', 'O', 'O', 'O', 'O', 'O']","[1, 1, 1, 1, 1, 1]","['thats', 'great', 'what', 'else', 'is', 'there']","{'text': 'это здорово, что еще есть', 'to': 'ru', 'alignment': {'proj': '0:5-0:2 7:11-4:11 13:16-13:15 18:21-17:19 26:30-21:24'}}",1,"это здорово, что еще есть",0:5-0:2 7:11-4:11 13:16-13:15 18:21-17:19 26:30-21:24,"{'0:4': ['thats', 'O', 1], '6:10': ['great', 'O', 1], '12:15': ['what', 'O', 1], '17:20': ['else', 'O', 1], '22:23': ['is', 'O', 1], '25:29': ['there', 'O', 1]}","{0: ['thats', 'O', 1], 6: ['great', 'O', 1], 12: ['what', 'O', 1], 17: ['else', 'O', 1], 22: ['is', 'O', 1], 25: ['there', 'O', 1]}","{'0:2': '0:5', '4:11': '7:11', '13:15': '13:16', '17:19': '18:21', '21:24': '26:30'}","{0: 0, 4: 7, 13: 13, 17: 18, 21: 26}","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[1, 1, 1, 1, 1, 1, 1, 1]","['O', 'O', 'O', 'O', 'O']","[1, 1, 1, 1, 1]"
1067,okay whats its address,request_addr,3,"['O', 'O', 'O', 'O']","[1, 1, 1, 1]","['okay', 'whats', 'its', 'address']","{'text': 'хорошо, какой его адрес', 'to': 'ru', 'alignment': {'proj': '0:3-0:6 5:9-8:12 11:13-14:16 15:21-18:22'}}",1,"хорошо, какой его адрес",0:3-0:6 5:9-8:12 11:13-14:16 15:21-18:22,"{'0:3': ['okay', 'O', 1], '5:9': ['whats', 'O', 1], '11:13': ['its', 'O', 1], '15:21': ['address', 'O', 1]}","{0: ['okay', 'O', 1], 5: ['whats', 'O', 1], 11: ['its', 'O', 1], 15: ['address', 'O', 1]}","{'0:6': '0:3', '8:12': '5:9', '14:16': '11:13', '18:22': '15:21'}","{0: 0, 8: 5, 14: 11, 18: 15}","['O', 'O', 'O', 'O', 'O']","[1, 1, 1, 1, 1]","['O', 'O', 'O', 'O']","[1, 1, 1, 1]"
1068,and whats its phone number,request_phone,4,"['O', 'O', 'O', 'O', 'O']","[1, 1, 1, 1, 1]","['and', 'whats', 'its', 'phone', 'number']","{'text': 'и какой номер телефона', 'to': 'ru', 'alignment': {'proj': '0:2-0:0 4:8-2:6 10:12-8:12 10:12-14:21'}}",1,и какой номер телефона,0:2-0:0 4:8-2:6 10:12-8:12 10:12-14:21,"{'0:2': ['and', 'O', 1], '4:8': ['whats', 'O', 1], '10:12': ['its', 'O', 1], '14:18': ['phone', 'O', 1], '20:25': ['number', 'O', 1]}","{0: ['and', 'O', 1], 4: ['whats', 'O', 1], 10: ['its', 'O', 1], 14: ['phone', 'O', 1], 20: ['number', 'O', 1]}","{'0:0': '0:2', '2:6': '4:8', '8:12': '10:12', '14:21': '10:12'}","{0: 0, 2: 4, 8: 10, 14: 10}","['O', 'O', 'O', 'O', 'O']","[1, 1, 1, 1, 1]","['O', 'O', 'O', 'O']","[1, 1, 1, 1]"
1069,and what type of food do they serve at pizza hutt,inform_name__request_food,73,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-name', 'I-name']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 6, 7]","['and', 'what', 'type', 'of', 'food', 'do', 'they', 'serve', 'at', 'pizza', 'hutt']","{'text': 'и какую еду они подают в пиццерии', 'to': 'ru', 'alignment': {'proj': '0:2-0:0 4:7-2:6 17:20-8:10 25:28-12:14 30:34-16:21 36:37-23:23 39:43-25:32'}}",1,и какую еду они подают в пиццерии,0:2-0:0 4:7-2:6 17:20-8:10 25:28-12:14 30:34-16:21 36:37-23:23 39:43-25:32,"{'0:2': ['and', 'O', 1], '4:7': ['what', 'O', 1], '9:12': ['type', 'O', 1], '14:15': ['of', 'O', 1], '17:20': ['food', 'O', 1], '22:23': ['do', 'O', 1], '25:28': ['they', 'O', 1], '30:34': ['serve', 'O', 1], '36:37': ['at', 'O', 1], '39:43': ['pizza', 'B-name', 6], '45:48': ['hutt', 'I-name', 7]}","{0: ['and', 'O', 1], 4: ['what', 'O', 1], 9: ['type', 'O', 1], 14: ['of', 'O', 1], 17: ['food', 'O', 1], 22: ['do', 'O', 1], 25: ['they', 'O', 1], 30: ['serve', 'O', 1], 36: ['at', 'O', 1], 39: ['pizza', 'B-name', 6], 45: ['hutt', 'I-name', 7]}","{'0:0': '0:2', '2:6': '4:7', '8:10': '17:20', '12:14': '25:28', '16:21': '30:34', '23:23': '36:37', '25:32': '39:43'}","{0: 0, 2: 4, 8: 17, 12: 25, 16: 30, 23: 36, 25: 39}","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-name', 'I-name']","[1, 1, 1, 1, 1, 1, 1, 1, 6, 7]","['O', 'O', 'O', 'O', 'O', 'O', 'B-name']","[1, 1, 1, 1, 1, 1, 6]"
1070,kay thank you good bye,bye,18,"['O', 'O', 'O', 'O', 'O']","[1, 1, 1, 1, 1]","['kay', 'thank', 'you', 'good', 'bye']","{'text': 'Кей, спасибо до свидания', 'to': 'ru', 'alignment': {'proj': '0:2-0:3 4:8-5:11 19:21-13:14 19:21-16:23'}}",1,"Кей, спасибо до свидания",0:2-0:3 4:8-5:11 19:21-13:14 19:21-16:23,"{'0:2': ['kay', 'O', 1], '4:8': ['thank', 'O', 1], '10:12': ['you', 'O', 1], '14:17': ['good', 'O', 1], '19:21': ['bye', 'O', 1]}","{0: ['kay', 'O', 1], 4: ['thank', 'O', 1], 10: ['you', 'O', 1], 14: ['good', 'O', 1], 19: ['bye', 'O', 1]}","{'0:3': '0:2', '5:11': '4:8', '13:14': '19:21', '16:23': '19:21'}","{0: 0, 5: 4, 13: 19, 16: 19}","['O', 'O', 'O', 'O']","[1, 1, 1, 1]","['O', 'O', 'O', 'O']","[1, 1, 1, 1]"
1071,moderately priced west of town,inform_area__inform_pricerange,8,"['B-pricerange', 'O', 'B-area', 'O', 'O']","[0, 1, 2, 1, 1]","['moderately', 'priced', 'west', 'of', 'town']","{'text': 'по умеренной цене к западу от города', 'to': 'ru', 'alignment': {'proj': '0:9-0:1 0:9-3:11 11:16-13:16 18:21-18:18 18:21-20:25 18:21-27:28 26:29-30:35'}}",1,по умеренной цене к западу от города,0:9-0:1 0:9-3:11 11:16-13:16 18:21-18:18 18:21-20:25 18:21-27:28 26:29-30:35,"{'0:9': ['moderately', 'B-pricerange', 0], '11:16': ['priced', 'O', 1], '18:21': ['west', 'B-area', 2], '23:24': ['of', 'O', 1], '26:29': ['town', 'O', 1]}","{0: ['moderately', 'B-pricerange', 0], 11: ['priced', 'O', 1], 18: ['west', 'B-area', 2], 23: ['of', 'O', 1], 26: ['town', 'O', 1]}","{'0:1': '0:9', '3:11': '0:9', '13:16': '11:16', '18:18': '18:21', '20:25': '18:21', '27:28': '18:21', '30:35': '26:29'}","{0: 0, 3: 0, 13: 11, 18: 18, 20: 18, 27: 18, 30: 26}","['B-pricerange', 'B-area', 'O', 'O']","[0, 2, 1, 1]","['B-pricerange', 'B-pricerange', 'O', 'B-area', 'B-area', 'B-area', 'O']","[0, 0, 1, 2, 2, 2, 1]"
1072,i want to find an expensive restaurant in the east part of t,inform_area__inform_pricerange,8,"['O', 'O', 'O', 'O', 'O', 'B-pricerange', 'O', 'O', 'O', 'B-area', 'O', 'O', 'O']","[1, 1, 1, 1, 1, 0, 1, 1, 1, 2, 1, 1, 1]","['i', 'want', 'to', 'find', 'an', 'expensive', 'restaurant', 'in', 'the', 'east', 'part', 'of', 't']","{'text': 'Я хочу найти дорогой ресторан в восточной части t', 'to': 'ru', 'alignment': {'proj': '0:0-0:0 2:5-2:5 10:13-7:11 15:16-13:19 28:37-21:28 39:40-30:30 46:49-32:40 51:54-42:46 59:59-48:48'}}",1,Я хочу найти дорогой ресторан в восточной части t,0:0-0:0 2:5-2:5 10:13-7:11 15:16-13:19 28:37-21:28 39:40-30:30 46:49-32:40 51:54-42:46 59:59-48:48,"{'0:0': ['i', 'O', 1], '2:5': ['want', 'O', 1], '7:8': ['to', 'O', 1], '10:13': ['find', 'O', 1], '15:16': ['an', 'O', 1], '18:26': ['expensive', 'B-pricerange', 0], '28:37': ['restaurant', 'O', 1], '39:40': ['in', 'O', 1], '42:44': ['the', 'O', 1], '46:49': ['east', 'B-area', 2], '51:54': ['part', 'O', 1], '56:57': ['of', 'O', 1], '59:59': ['t', 'O', 1]}","{0: ['i', 'O', 1], 2: ['want', 'O', 1], 7: ['to', 'O', 1], 10: ['find', 'O', 1], 15: ['an', 'O', 1], 18: ['expensive', 'B-pricerange', 0], 28: ['restaurant', 'O', 1], 39: ['in', 'O', 1], 42: ['the', 'O', 1], 46: ['east', 'B-area', 2], 51: ['part', 'O', 1], 56: ['of', 'O', 1], 59: ['t', 'O', 1]}","{'0:0': '0:0', '2:5': '2:5', '7:11': '10:13', '13:19': '15:16', '21:28': '28:37', '30:30': '39:40', '32:40': '46:49', '42:46': '51:54', '48:48': '59:59'}","{0: 0, 2: 2, 7: 10, 13: 15, 21: 28, 30: 39, 32: 46, 42: 51, 48: 59}","['O', 'O', 'O', 'B-pricerange', 'O', 'O', 'B-area', 'O', 'O', 'O', 'O']","[1, 1, 1, 0, 1, 1, 2, 1, 1, 1, 1]","['O', 'O', 'O', 'O', 'O', 'O', 'B-area', 'O', 'O']","[1, 1, 1, 1, 1, 1, 2, 1, 1]"
1073,in the ea,unknown,7,"['O', 'O', 'O']","[1, 1, 1]","['in', 'the', 'ea']","{'text': 'в еа', 'to': 'ru', 'alignment': {'proj': '0:1-0:0 7:8-2:3'}}",1,в еа,0:1-0:0 7:8-2:3,"{'0:1': ['in', 'O', 1], '3:5': ['the', 'O', 1], '7:8': ['ea', 'O', 1]}","{0: ['in', 'O', 1], 3: ['the', 'O', 1], 7: ['ea', 'O', 1]}","{'0:0': '0:1', '2:3': '7:8'}","{0: 0, 2: 7}","['O', 'O']","[1, 1]","['O', 'O']","[1, 1]"
1074,i would like a cheap restaurant in the west part of town,inform_area__inform_pricerange,8,"['O', 'O', 'O', 'O', 'B-pricerange', 'O', 'O', 'O', 'B-area', 'O', 'O', 'O']","[1, 1, 1, 1, 0, 1, 1, 1, 2, 1, 1, 1]","['i', 'would', 'like', 'a', 'cheap', 'restaurant', 'in', 'the', 'west', 'part', 'of', 'town']","{'text': 'Я хотел бы дешевый ресторан в западной части города', 'to': 'ru', 'alignment': {'proj': '0:0-0:0 2:6-2:6 2:6-8:9 13:13-11:17 21:30-19:26 32:33-28:28 39:42-30:37 44:47-39:43 52:55-45:50'}}",1,Я хотел бы дешевый ресторан в западной части города,0:0-0:0 2:6-2:6 2:6-8:9 13:13-11:17 21:30-19:26 32:33-28:28 39:42-30:37 44:47-39:43 52:55-45:50,"{'0:0': ['i', 'O', 1], '2:6': ['would', 'O', 1], '8:11': ['like', 'O', 1], '13:13': ['a', 'O', 1], '15:19': ['cheap', 'B-pricerange', 0], '21:30': ['restaurant', 'O', 1], '32:33': ['in', 'O', 1], '35:37': ['the', 'O', 1], '39:42': ['west', 'B-area', 2], '44:47': ['part', 'O', 1], '49:50': ['of', 'O', 1], '52:55': ['town', 'O', 1]}","{0: ['i', 'O', 1], 2: ['would', 'O', 1], 8: ['like', 'O', 1], 13: ['a', 'O', 1], 15: ['cheap', 'B-pricerange', 0], 21: ['restaurant', 'O', 1], 32: ['in', 'O', 1], 35: ['the', 'O', 1], 39: ['west', 'B-area', 2], 44: ['part', 'O', 1], 49: ['of', 'O', 1], 52: ['town', 'O', 1]}","{'0:0': '0:0', '2:6': '2:6', '8:9': '2:6', '11:17': '13:13', '19:26': '21:30', '28:28': '32:33', '30:37': '39:42', '39:43': '44:47', '45:50': '52:55'}","{0: 0, 2: 2, 8: 2, 11: 13, 19: 21, 28: 32, 30: 39, 39: 44, 45: 52}","['O', 'O', 'O', 'O', 'B-pricerange', 'O', 'O', 'B-area', 'O', 'O', 'O']","[1, 1, 1, 1, 0, 1, 1, 2, 1, 1, 1]","['O', 'O', 'O', 'O', 'O', 'O', 'B-area', 'O', 'O']","[1, 1, 1, 1, 1, 1, 2, 1, 1]"
1075,polish food,inform_food,6,"['B-food', 'O']","[3, 1]","['polish', 'food']","{'text': 'польская еда', 'to': 'ru', 'alignment': {'proj': '0:5-0:7 7:10-9:11'}}",1,польская еда,0:5-0:7 7:10-9:11,"{'0:5': ['polish', 'B-food', 3], '7:10': ['food', 'O', 1]}","{0: ['polish', 'B-food', 3], 7: ['food', 'O', 1]}","{'0:7': '0:5', '9:11': '7:10'}","{0: 0, 9: 7}","['B-food', 'O']","[3, 1]","['B-food', 'O']","[3, 1]"
1076,kosher food,inform_food,6,"['B-food', 'O']","[3, 1]","['kosher', 'food']","{'text': 'кошерная пища', 'to': 'ru', 'alignment': {'proj': '0:5-0:7 7:10-9:12'}}",1,кошерная пища,0:5-0:7 7:10-9:12,"{'0:5': ['kosher', 'B-food', 3], '7:10': ['food', 'O', 1]}","{0: ['kosher', 'B-food', 3], 7: ['food', 'O', 1]}","{'0:7': '0:5', '9:12': '7:10'}","{0: 0, 9: 7}","['B-food', 'O']","[3, 1]","['B-food', 'O']","[3, 1]"
